日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2016-08-24,'399006,创业板指,2192.17,2204.798,2176.347,2178.527,2174.158,18.012,0.8285,1193867125,24340669438.3
2016-08-23,'399006,创业板指,2174.158,2186.736,2160.296,2168.338,2167.4,6.758,0.3118,888814128,19658660550.1
2016-08-22,'399006,创业板指,2167.4,2213.41,2167.4,2205.575,2204.556,-37.156,-1.6854,1115770282,24896681130.4
2016-08-19,'399006,创业板指,2204.556,2211.062,2194.111,2200.681,2201.594,2.962,0.1345,1011020124,22882470951.1
2016-08-18,'399006,创业板指,2201.594,2213.304,2191.933,2204.954,2208.195,-6.601,-0.2989,1223095235,29008994403.0
2016-08-17,'399006,创业板指,2208.195,2218.289,2195.367,2200.235,2201.096,7.099,0.3225,1232214762,29598086901.2
2016-08-16,'399006,创业板指,2201.096,2211.007,2192.969,2195.024,2193.211,7.885,0.3595,1403146356,33868206177.4
2016-08-15,'399006,创业板指,2193.211,2200.918,2112.25,2126.79,2123.841,69.37,3.2663,1789944400,40208276059.5
2016-08-12,'399006,创业板指,2123.841,2123.865,2097.909,2098.773,2103.395,20.446,0.972,740859275,16225169394.4
2016-08-11,'399006,创业板指,2103.395,2139.195,2103.395,2134.604,2137.001,-33.606,-1.5726,855522072,19009668407.3
2016-08-10,'399006,创业板指,2137.001,2164.625,2136.831,2155.386,2154.505,-17.504,-0.8124,927397940,20939336860.5
2016-08-09,'399006,创业板指,2154.505,2154.505,2128.218,2128.64,2130.594,23.911,1.1223,1030689738,22948922875.4
2016-08-08,'399006,创业板指,2130.594,2130.594,2083.98,2102.241,2109.055,21.539,1.0213,836447015,18259515916.2
2016-08-05,'399006,创业板指,2109.055,2129.328,2107.438,2128.74,2129.652,-20.597,-0.9672,801803886,17219839533.3
2016-08-04,'399006,创业板指,2129.652,2133.176,2102.272,2107.623,2108.314,21.338,1.0121,910390516,20181293316.4
2016-08-03,'399006,创业板指,2108.314,2117.617,2096.731,2110.234,2113.214,-4.9,-0.2319,779922232,16728208341.2
2016-08-02,'399006,创业板指,2113.214,2114.953,2094.116,2096.55,2099.179,14.035,0.6686,755217593,16599382656.6
2016-08-01,'399006,创业板指,2099.179,2118.09,2066.175,2113.674,2122.412,-23.233,-1.0947,1103056197,24335230981.2
2016-07-29,'399006,创业板指,2122.412,2147.194,2109.132,2144.272,2139.744,-17.332,-0.81,1021749910,22713511786.4
2016-07-28,'399006,创业板指,2139.744,2166.603,2109.868,2150.318,2155.386,-15.642,-0.7257,1428127634,32021700872.5
2016-07-27,'399006,创业板指,2155.386,2284.283,2138.781,2282.066,2279.55,-124.164,-5.4469,2225514349,49955712195.4
2016-07-26,'399006,创业板指,2279.55,2279.55,2245.937,2245.937,2245.885,33.665,1.499,1244783122,29309323951.2
2016-07-25,'399006,创业板指,2245.885,2264.438,2235.446,2245.864,2249.999,-4.114,-0.1828,1239838647,30160908186.0
2016-07-22,'399006,创业板指,2249.999,2269.551,2248.303,2262.102,2265.128,-15.129,-0.6679,1349845494,31370424321.2
2016-07-21,'399006,创业板指,2265.128,2289.668,2259.202,2266.083,2268.535,-3.407,-0.1502,1454703985,33640968570.1
2016-07-20,'399006,创业板指,2268.535,2288.647,2268.527,2272.644,2273.719,-5.184,-0.228,1495557131,36019575946.2
2016-07-19,'399006,创业板指,2273.719,2273.719,2236.996,2249.735,2249.871,23.848,1.06,1527934080,36703444120.1
2016-07-18,'399006,创业板指,2249.871,2268.789,2234.209,2257.418,2263.784,-13.913,-0.6146,1430780150,33162767882.6
2016-07-15,'399006,创业板指,2263.784,2293.085,2260.163,2289.103,2293.079,-29.295,-1.2775,1767091019,39851665607.7
2016-07-14,'399006,创业板指,2293.079,2295.588,2273.421,2282.157,2285.369,7.71,0.3374,2011319962,44918665399.2
2016-07-13,'399006,创业板指,2285.369,2299.859,2250.64,2258.263,2247.354,38.015,1.6915,2365517419,52376427636.5
2016-07-12,'399006,创业板指,2247.354,2247.354,2182.03,2218.019,2218.588,28.766,1.2966,1867128035,41637219324.1
2016-07-11,'399006,创业板指,2218.588,2252.664,2216.568,2242.26,2239.002,-20.414,-0.9117,1647780477,37897538746.8
2016-07-08,'399006,创业板指,2239.002,2257.318,2220.205,2231.969,2233.922,5.08,0.2274,1555736319,35815971559.4
2016-07-07,'399006,创业板指,2233.922,2247.584,2212.414,2240.895,2241.56,-7.638,-0.3407,1679598110,39053962795.4
2016-07-06,'399006,创业板指,2241.56,2246.73,2229.266,2239.758,2246.024,-4.464,-0.1988,1373840959,32063861398.1
2016-07-05,'399006,创业板指,2246.024,2259.287,2229.001,2253.689,2248.712,-2.688,-0.1195,1613917085,39044223658.1
2016-07-04,'399006,创业板指,2248.712,2254.15,2193.844,2195.622,2211.177,37.535,1.6975,1778463406,42104756406.3
2016-07-01,'399006,创业板指,2211.177,2241.628,2203.933,2231.182,2227.79,-16.613,-0.7457,1466838361,35983142422.7
2016-06-30,'399006,创业板指,2227.79,2233.279,2206.805,2213.602,2209.788,18.002,0.8146,1794150873,41570735445.2
2016-06-29,'399006,创业板指,2209.788,2238.353,2203.489,2228.506,2216.71,-6.922,-0.3123,1844387685,40867943160.8
2016-06-28,'399006,创业板指,2216.71,2221.462,2173.532,2181.412,2191.806,24.904,1.1362,2321599041,49703326190.9
2016-06-27,'399006,创业板指,2191.806,2194.128,2110.603,2111.1,2127.364,64.442,3.0292,2103092278,43735528843.9
2016-06-24,'399006,创业板指,2127.364,2157.941,2060.196,2131.154,2137.485,-10.121,-0.4735,1992267268,40148721134.3
2016-06-23,'399006,创业板指,2137.485,2153.58,2115.839,2144.583,2144.818,-7.333,-0.3419,1683701504,35197139310.2
2016-06-22,'399006,创业板指,2144.818,2144.818,2085.65,2085.98,2092.001,52.817,2.5247,1422217843,29028670285.4
2016-06-21,'399006,创业板指,2092.001,2153.228,2083.692,2135.462,2119.63,-27.629,-1.3035,1604806900,33401719171.8
2016-06-20,'399006,创业板指,2119.63,2127.677,2088.286,2117.986,2122.89,-3.26,-0.1536,1192462752,25717878977.1
2016-06-17,'399006,创业板指,2122.89,2154.517,2105.238,2109.574,2101.416,21.474,1.0219,1562791355,33656618769.3
2016-06-16,'399006,创业板指,2101.416,2137.183,2097.346,2124.156,2128.799,-27.383,-1.2863,1706778512,36383752821.7
2016-06-15,'399006,创业板指,2128.799,2143.453,2031.667,2033.6,2058.314,70.485,3.4244,1777776044,37675532091.6
2016-06-14,'399006,创业板指,2058.314,2070.151,2032.437,2045.211,2054.707,3.607,0.1755,1269121325,27022809308.5
2016-06-13,'399006,创业板指,2054.707,2165.283,2054.707,2150.392,2186.544,-131.837,-6.0295,1835465988,40002844062.4
2016-06-08,'399006,创业板指,2186.544,2201.526,2166.965,2191.27,2196.727,-10.183,-0.4636,1508347833,34389993425.9
2016-06-07,'399006,创业板指,2196.727,2204.184,2181.295,2202.041,2199.301,-2.574,-0.117,1443206247,32737289854.4
2016-06-06,'399006,创业板指,2199.301,2219.275,2181.985,2212.457,2204.974,-5.673,-0.2573,1625623127,38763984978.3
2016-06-03,'399006,创业板指,2204.974,2236.578,2175.815,2176.358,2188.558,16.416,0.7501,2297370075,56656391754.7
2016-06-02,'399006,创业板指,2188.558,2188.558,2160.251,2163.588,2168.82,19.738,0.9101,1628382104,32817930523.1
2016-06-01,'399006,创业板指,2168.82,2188.884,2163.049,2164.727,2159.8,9.02,0.4176,2018949851,41902801996.5
2016-05-31,'399006,创业板指,2159.8,2160.527,2060.141,2061.839,2058.518,101.282,4.9201,2148508232,42841944739.3
2016-05-30,'399006,创业板指,2058.518,2083.83,2033.665,2054.617,2069.885,-11.367,-0.5492,1096037935,20657236104.2
2016-05-27,'399006,创业板指,2069.885,2090.168,2065.374,2076.297,2086.007,-16.122,-0.7729,1179569874,24367593967.2
2016-05-26,'399006,创业板指,2086.007,2086.49,2019.297,2060.427,2067.254,18.753,0.9071,1341596964,26971464981.6
2016-05-25,'399006,创业板指,2067.254,2111.26,2062.64,2091.972,2075.509,-8.255,-0.3977,1331004930,27209618400.7
2016-05-24,'399006,创业板指,2075.509,2094.21,2061.517,2094.21,2098.234,-22.725,-1.0831,1231860285,25081602617.2
2016-05-23,'399006,创业板指,2098.234,2107.049,2072.997,2072.997,2065.301,32.933,1.5946,1392826414,27890239390.6
2016-05-20,'399006,创业板指,2065.301,2065.301,2013.532,2018.382,2037.403,27.898,1.3693,1042485337,21530347374.3
2016-05-19,'399006,创业板指,2037.403,2076.484,2023.958,2023.958,2020.475,16.928,0.8378,1232346124,25803864912.5
2016-05-18,'399006,创业板指,2020.475,2062.811,2000.526,2062.811,2081.44,-60.965,-2.929,1226813049,23519678238.7
2016-05-17,'399006,创业板指,2081.44,2107.731,2036.884,2059.515,2057.857,23.583,1.146,1354044212,27968828908.8
2016-05-16,'399006,创业板指,2057.857,2057.857,2008.54,2017.843,2025.223,32.634,1.6114,941572115,18613618841.2
2016-05-13,'399006,创业板指,2025.223,2058.656,2013.863,2030.941,2034.565,-9.342,-0.4592,830100065,16850174895.8
2016-05-12,'399006,创业板指,2034.565,2039.318,1975.065,2006.258,2034.925,-0.36,-0.0177,917754593,18597274728.9
2016-05-11,'399006,创业板指,2034.925,2073.834,2032.296,2067.69,2054.222,-19.297,-0.9394,938261725,19415467305.0
2016-05-10,'399006,创业板指,2054.222,2067.617,2044.281,2051.376,2053.597,0.625,0.0304,765873218,16100170402.1
2016-05-09,'399006,创业板指,2053.597,2107.333,2045.122,2107.333,2129.194,-75.597,-3.5505,1223033098,25530884683.5
2016-05-06,'399006,创业板指,2129.194,2235.959,2129.194,2226.444,2224.095,-94.901,-4.2669,1605479336,35514669118.6
2016-05-05,'399006,创业板指,2224.095,2226.553,2198.762,2208.397,2211.018,13.077,0.5914,1080032813,25028413754.7
2016-05-04,'399006,创业板指,2211.018,2233.591,2206.264,2210.13,2217.23,-6.212,-0.2802,1367172232,31455176430.8
2016-05-03,'399006,创业板指,2217.23,2217.23,2126.874,2138.963,2138.738,78.492,3.67,1455123161,33735215324.2
2016-04-29,'399006,创业板指,2138.738,2162.194,2138.738,2141.58,2155.229,-16.491,-0.7652,802463986,19069602052.2
2016-04-28,'399006,创业板指,2155.229,2158.492,2108.268,2149.102,2146.611,8.618,0.4015,1012327034,23283082353.7
2016-04-27,'399006,创业板指,2146.611,2176.333,2142.462,2162.762,2155.697,-9.086,-0.4215,1047919960,23940155405.1
2016-04-26,'399006,创业板指,2155.697,2155.697,2119.379,2123.874,2126.834,28.863,1.3571,891151834,19957192725.9
2016-04-25,'399006,创业板指,2126.834,2130.06,2083.635,2128.655,2136.924,-10.09,-0.4722,955799094,21483142678.9
2016-04-22,'399006,创业板指,2136.924,2136.924,2090.95,2093.781,2110.162,26.762,1.2682,1047191179,24543828071.3
2016-04-21,'399006,创业板指,2110.162,2160.258,2106.968,2135.932,2145.239,-35.077,-1.6351,1278406296,28431867635.9
2016-04-20,'399006,创业板指,2145.239,2284.104,2119.424,2279.758,2272.52,-127.281,-5.6009,2166703626,49474321009.5
2016-04-19,'399006,创业板指,2272.52,2289.049,2253.592,2278.307,2265.593,6.927,0.3057,1300432038,31835138051.5
2016-04-18,'399006,创业板指,2265.593,2288.42,2249.339,2288.42,2309.676,-44.083,-1.9086,1430977206,35185179519.5
2016-04-15,'399006,创业板指,2309.676,2328.312,2297.675,2328.312,2324.394,-14.718,-0.6332,1452697706,37341335621.2
2016-04-14,'399006,创业板指,2324.394,2325.378,2289.567,2310.596,2294.015,30.379,1.3243,1833497809,45817203184.3
2016-04-13,'399006,创业板指,2294.015,2330.055,2278.522,2278.522,2264.016,29.999,1.325,2177663476,57540166963.7
2016-04-12,'399006,创业板指,2264.016,2289.545,2236.442,2283.211,2283.143,-19.127,-0.8377,1707821048,43188526151.8
2016-04-11,'399006,创业板指,2283.143,2301.412,2255.069,2255.069,2229.934,53.209,2.3861,1994662539,50305784629.3
2016-04-08,'399006,创业板指,2229.934,2239.805,2194.234,2230.951,2248.684,-18.75,-0.8338,1794697166,44668861373.9
2016-04-07,'399006,创业板指,2248.684,2316.629,2248.684,2310.923,2297.041,-48.357,-2.1052,2030234513,52062248804.0
2016-04-06,'399006,创业板指,2297.041,2305.409,2271.502,2274.772,2279.52,17.521,0.7686,2091203621,53867287012.6
2016-04-05,'399006,创业板指,2279.52,2285.201,2205.438,2207.464,2205.369,74.151,3.3623,1976493841,51013395812.8
2016-04-01,'399006,创业板指,2205.369,2226.998,2171.341,2223.377,2238.286,-32.917,-1.4706,1570124607,40964810771.5
2016-03-31,'399006,创业板指,2238.286,2271.964,2232.302,2256.431,2248.783,-10.497,-0.4668,1812497645,48357366590.3
2016-03-30,'399006,创业板指,2248.783,2248.783,2172.741,2172.741,2152.548,96.235,4.4707,1740597502,45938026806.8
2016-03-29,'399006,创业板指,2152.548,2194.885,2130.851,2190.875,2199.685,-47.137,-2.1429,1417051604,36286919136.7
2016-03-28,'399006,创业板指,2199.685,2259.131,2192.35,2233.131,2216.086,-16.401,-0.7401,1626047248,40556829591.8
2016-03-25,'399006,创业板指,2216.086,2232.073,2183.601,2209.26,2219.77,-3.684,-0.166,1515400920,37179629437.8
2016-03-24,'399006,创业板指,2219.77,2277.917,2217.843,2234.215,2259.106,-39.336,-1.7412,2140092907,55211267572.1
2016-03-23,'399006,创业板指,2259.106,2259.106,2205.072,2214.87,2221.702,37.404,1.6836,1905279426,47906638723.6
2016-03-22,'399006,创业板指,2221.702,2248.186,2189.935,2201.194,2227.034,-5.332,-0.2394,2106000665,48735069007.5
2016-03-21,'399006,创业板指,2227.034,2234.35,2191.662,2214.913,2177.87,49.164,2.2574,2554099814,62305308353.1
2016-03-18,'399006,创业板指,2177.87,2194.355,2102.079,2102.19,2087.293,90.577,4.3394,2559683910,59078987179.8
2016-03-17,'399006,创业板指,2087.293,2089.136,1986.144,1986.144,1977.538,109.755,5.5501,2107413927,46452580286.0
2016-03-16,'399006,创业板指,1977.538,2039.486,1961.418,2029.919,1996.92,-19.382,-0.9706,1222045527,25677500728.3
2016-03-15,'399006,创业板指,1996.92,2034.702,1995.456,2016.807,2023.128,-26.208,-1.2954,1216705989,25538884278.0
2016-03-14,'399006,创业板指,2023.128,2048.497,1962.105,1962.105,1934.87,88.258,4.5614,1613440548,34589588689.3
2016-03-11,'399006,创业板指,1934.87,1948.601,1903.924,1911.325,1936.968,-2.098,-0.1083,848765564,17130416711.0
2016-03-10,'399006,创业板指,1936.968,1991.357,1935.119,1968.766,1970.813,-33.845,-1.7173,1050801820,22314497805.3
2016-03-09,'399006,创业板指,1970.813,2015.706,1947.045,1962.277,2002.191,-31.378,-1.5672,1330367237,26228076249.0
2016-03-08,'399006,创业板指,2002.191,2002.191,1865.65,1944.648,1953.332,48.859,2.5013,1562742176,30777183949.4
2016-03-07,'399006,创业板指,1953.332,1995.937,1935.093,1935.093,1907.041,46.291,2.4274,1162316070,23586936623.4
2016-03-04,'399006,创业板指,1907.041,2003.689,1895.396,1994.061,2007.076,-100.035,-4.9841,1522097509,30180366286.9
2016-03-03,'399006,创业板指,2007.076,2063.531,2006.707,2014.179,2017.604,-10.528,-0.5218,1680547360,35109123115.1
2016-03-02,'399006,创业板指,2017.604,2022.863,1925.023,1930.842,1934.919,82.685,4.2733,1694915482,33986258800.1
2016-03-01,'399006,创业板指,1934.919,1952.432,1841.224,1881.321,1880.146,54.773,2.9132,1345666117,28130045249.8
2016-02-29,'399006,创业板指,1880.146,2000.572,1866.25,2000.572,2014.92,-134.774,-6.6888,1324756805,27442483974.1
2016-02-26,'399006,创业板指,2014.92,2057.802,1980.166,2045.51,2037.143,-22.223,-1.0909,1236669347,27393046852.6
2016-02-25,'399006,创业板指,2037.143,2198.928,2030.42,2198.928,2203.741,-166.598,-7.5598,1529895510,35410092177.8
2016-02-24,'399006,创业板指,2203.741,2230.006,2154.274,2212.589,2218.119,-14.378,-0.6482,1288402169,31586512331.7
2016-02-23,'399006,创业板指,2218.119,2249.691,2189.527,2245.75,2245.564,-27.445,-1.2222,1392660959,34508757082.1
2016-02-22,'399006,创业板指,2245.564,2245.564,2216.156,2235.17,2211.006,34.558,1.563,1509061490,37118424010.6
2016-02-19,'399006,创业板指,2211.006,2230.216,2182.959,2186.015,2190.911,20.095,0.9172,1340724152,31840088872.0
2016-02-18,'399006,创业板指,2190.911,2239.91,2188.187,2230.799,2215.341,-24.43,-1.1028,1401950093,32817923780.3
2016-02-17,'399006,创业板指,2215.341,2219.783,2170.998,2197.925,2201.925,13.416,0.6093,1461849734,33892026431.1
2016-02-16,'399006,创业板指,2201.925,2208.572,2128.056,2128.056,2116.838,85.087,4.0195,1391217130,33527171608.0
2016-02-15,'399006,创业板指,2116.838,2130.362,2029.556,2029.556,2096.986,19.852,0.9467,1010066795,22602402130.4
2016-02-05,'399006,创业板指,2096.986,2141.556,2096.986,2127.347,2126.636,-29.65,-1.3942,906470265,21097333618.3
2016-02-04,'399006,创业板指,2126.636,2142.869,2095.617,2095.617,2090.513,36.123,1.7279,1314300822,30229997511.9
2016-02-03,'399006,创业板指,2090.513,2105.38,2034.602,2049.324,2075.287,15.226,0.7337,1208984631,27067876141.6
2016-02-02,'399006,创业板指,2075.287,2089.214,1996.594,1996.594,1992.695,82.592,4.1447,1328764925,29444891253.3
2016-02-01,'399006,创业板指,1992.695,2011.679,1956.92,1989.207,1994.065,-1.37,-0.0687,1115608920,23757806309.2
2016-01-29,'399006,创业板指,1994.065,2011.057,1907.289,1908.262,1906.461,87.604,4.5951,1280987493,26899449776.4
2016-01-28,'399006,创业板指,1906.461,1990.916,1900.882,1969.309,1997.465,-91.004,-4.556,1145420389,23351736317.1
2016-01-27,'399006,创业板指,1997.465,2012.296,1888.25,1997.316,1994.047,3.418,0.1714,1592652100,32691894462.0
2016-01-26,'399006,创业板指,1994.047,2135.565,1990.514,2132.217,2158.824,-164.777,-7.6327,1338570762,28932546763.1
2016-01-25,'399006,创业板指,2158.824,2185.213,2136.875,2165.726,2149.586,9.238,0.4298,1133417791,25068789288.3
2016-01-22,'399006,创业板指,2149.586,2161.236,2078.117,2140.281,2112.404,37.182,1.7602,1360989145,29320081809.2
2016-01-21,'399006,创业板指,2112.404,2241.471,2112.404,2173.315,2204.648,-92.244,-4.1841,1494520285,34236585542.2
2016-01-20,'399006,创业板指,2204.648,2249.355,2190.505,2222.601,2241.696,-37.048,-1.6527,1545118853,36631031683.7
2016-01-19,'399006,创业板指,2241.696,2244.785,2148.72,2170.094,2174.934,66.762,3.0696,1770032200,42165841708.0
2016-01-18,'399006,创业板指,2174.934,2206.835,2074.858,2074.858,2112.902,62.032,2.9359,1626762690,37643016065.3
2016-01-15,'399006,创业板指,2112.902,2184.563,2096.186,2160.174,2175.012,-62.11,-2.8556,1591029401,37021351351.7
2016-01-14,'399006,创业板指,2175.012,2179.379,1989.865,1991.232,2059.776,115.236,5.5946,1564866641,37883978781.5
2016-01-13,'399006,创业板指,2059.776,2174.227,2059.776,2160.323,2147.531,-87.755,-4.0863,1246536858,30616308657.5
2016-01-12,'399006,创业板指,2147.531,2179.088,2087.272,2117.251,2106.358,41.173,1.9547,1439659654,36459528255.6
2016-01-11,'399006,创业板指,2106.358,2230.423,2105.771,2188.188,2248.99,-142.632,-6.342,1520892690,37731800679.5
2016-01-08,'399006,创业板指,2248.99,2318.123,2142.326,2297.592,2256.524,-7.534,-0.3339,1650229390,42326631942.7
2016-01-07,'399006,创业板指,2256.524,2415.329,2254.496,2415.329,2468.366,-211.842,-8.5823,387552559,10070549921.4
2016-01-06,'399006,创业板指,2468.366,2472.19,2388.69,2433.358,2416.725,51.641,2.1368,1419445913,40120477281.9
2016-01-05,'399006,创业板指,2416.725,2481.202,2333.608,2353.233,2491.24,-74.515,-2.9911,1828933050,48529951840.6
2016-01-04,'399006,创业板指,2491.24,2710.299,2490.469,2706.275,2714.048,-222.808,-8.2094,1224017447,34690876848.1
2015-12-31,'399006,创业板指,2714.048,2785.656,2713.689,2780.539,2779.513,-65.465,-2.3553,1295863182,38196425372.9
2015-12-30,'399006,创业板指,2779.513,2781.84,2749.289,2758.25,2749.822,29.691,1.0797,1351285510,40557180318.7
2015-12-29,'399006,创业板指,2749.822,2749.822,2710.199,2732.554,2735.485,14.337,0.5241,1276936985,37734860737.7
2015-12-28,'399006,创业板指,2735.485,2823.748,2735.485,2809.519,2794.73,-59.245,-2.1199,1549767633,46071376654.7
2015-12-25,'399006,创业板指,2794.73,2820.532,2777.457,2807.514,2795.78,-1.05,-0.0376,1216205881,37289008181.4
2015-12-24,'399006,创业板指,2795.78,2801.565,2735.969,2775.984,2783.942,11.838,0.4252,1324104170,39336992368.6
2015-12-23,'399006,创业板指,2783.942,2848.829,2779.926,2845.434,2839.852,-55.91,-1.9688,1624717607,48497398554.6
2015-12-22,'399006,创业板指,2839.852,2849.36,2811.606,2836.957,2829.921,9.931,0.3509,1313451719,40474306122.1
2015-12-21,'399006,创业板指,2829.921,2836.608,2800.349,2825.315,2830.259,-0.338,-0.0119,1493729306,46653540296.7
2015-12-18,'399006,创业板指,2830.259,2850.693,2801.635,2836.916,2835.701,-5.442,-0.1919,1782489461,56327925844.8
2015-12-17,'399006,创业板指,2835.701,2835.701,2784.97,2784.97,2763.114,72.587,2.627,2005595953,60616142372.7
2015-12-16,'399006,创业板指,2763.114,2789.276,2749.795,2760.256,2745.7,17.414,0.6342,1508384818,46446126515.7
2015-12-15,'399006,创业板指,2745.7,2764.795,2718.251,2718.251,2709.265,36.435,1.3448,1445922069,44835133695.2
2015-12-14,'399006,创业板指,2709.265,2709.265,2622.473,2642.817,2671.292,37.973,1.4215,1338300653,41069947668.7
2015-12-11,'399006,创业板指,2671.292,2701.686,2666.887,2686.305,2695.507,-24.215,-0.8983,1364343256,40853174609.5
2015-12-10,'399006,创业板指,2695.507,2729.238,2663.374,2665.275,2667.912,27.595,1.0343,1632773337,50231724737.6
2015-12-09,'399006,创业板指,2667.912,2699.636,2650.445,2677.587,2691.658,-23.746,-0.8822,1615454539,46008649877.9
2015-12-08,'399006,创业板指,2691.658,2731.715,2678.661,2723.619,2738.149,-46.491,-1.6979,1870517196,53104323754.5
2015-12-07,'399006,创业板指,2738.149,2751.239,2687.022,2699.337,2692.161,45.988,1.7082,1642004612,48309134850.8
2015-12-04,'399006,创业板指,2692.161,2749.179,2679.351,2702.563,2708.123,-15.962,-0.5894,1784463306,57084647777.8
2015-12-03,'399006,创业板指,2708.123,2710.807,2622.486,2622.486,2613.263,94.86,3.6299,1706528223,50985244454.1
2015-12-02,'399006,创业板指,2613.263,2660.115,2525.342,2653.237,2655.345,-42.082,-1.5848,1590028591,42837347007.6
2015-12-01,'399006,创业板指,2655.345,2700.346,2621.167,2669.302,2672.581,-17.236,-0.6449,1710402144,47434636467.0
2015-11-30,'399006,创业板指,2672.581,2687.047,2507.381,2658.972,2649.55,23.031,0.8692,2220619512,62131175879.9
2015-11-27,'399006,创业板指,2649.55,2844.053,2629.125,2819.364,2833.198,-183.648,-6.482,2440385178,71124931199.4
2015-11-26,'399006,创业板指,2833.198,2915.95,2831.381,2911.853,2897.569,-64.371,-2.2216,2375948376,73789879628.0
2015-11-25,'399006,创业板指,2897.569,2906.796,2806.819,2813.51,2816.048,81.521,2.8949,2470587822,78107330305.9
2015-11-24,'399006,创业板指,2816.048,2816.048,2739.517,2767.723,2770.577,45.471,1.6412,1946726421,57396106964.4
2015-11-23,'399006,创业板指,2770.577,2839.843,2759.306,2797.122,2800.15,-29.573,-1.0561,2583966859,72793084001.4
2015-11-20,'399006,创业板指,2800.15,2817.961,2757.839,2783.036,2770.752,29.398,1.061,2888869616,79683009583.2
2015-11-19,'399006,创业板指,2770.752,2770.752,2676.755,2678.355,2661.165,109.587,4.118,2256393766,64197541189.0
2015-11-18,'399006,创业板指,2661.165,2741.327,2655.061,2727.61,2717.052,-55.887,-2.0569,1964636588,56844600479.1
2015-11-17,'399006,创业板指,2717.052,2847.899,2711.583,2834.98,2797.162,-80.11,-2.864,2811973813,82923630904.0
2015-11-16,'399006,创业板指,2797.162,2797.162,2654.636,2656.574,2710.161,87.001,3.2102,2097444416,59082753756.7
2015-11-13,'399006,创业板指,2710.161,2772.815,2681.606,2751.386,2783.298,-73.137,-2.6277,2500114655,68218121607.9
2015-11-12,'399006,创业板指,2783.298,2827.711,2743.26,2818.568,2804.677,-21.379,-0.7623,2831093987,83094741928.0
2015-11-11,'399006,创业板指,2804.677,2806.536,2730.52,2738.584,2746.609,58.068,2.1142,2765509773,73818609767.8
2015-11-10,'399006,创业板指,2746.609,2783.118,2700.286,2710.899,2724.619,21.99,0.8071,2416119023,71799078016.2
2015-11-09,'399006,创业板指,2724.619,2747.787,2612.263,2653.309,2661.412,63.207,2.3749,2579844815,79976259359.0
2015-11-06,'399006,创业板指,2661.412,2666.399,2571.656,2571.656,2564.722,96.69,3.77,2414936998,71296028997.1
2015-11-05,'399006,创业板指,2564.722,2630.826,2542.848,2587.819,2584.317,-19.595,-0.7582,2580920781,77257734307.6
2015-11-04,'399006,创业板指,2584.317,2584.317,2451.227,2451.227,2429.27,155.047,6.3825,2282796525,66281513780.9
2015-11-03,'399006,创业板指,2429.27,2461.331,2407.553,2444.051,2432.038,-2.768,-0.1138,1364659661,40273684706.7
2015-11-02,'399006,创业板指,2432.038,2513.323,2408.779,2416.1,2478.277,-46.239,-1.8658,1584004123,45893022738.9
2015-10-30,'399006,创业板指,2478.277,2534.472,2439.158,2475.229,2485.276,-6.999,-0.2816,1740871450,51300124522.0
2015-10-29,'399006,创业板指,2485.276,2528.704,2436.777,2504.854,2485.235,0.041,0.0016,1405144400,43473846073.3
2015-10-28,'399006,创业板指,2485.235,2583.819,2473.465,2551.701,2563.958,-78.723,-3.0704,1901205124,58622813436.8
2015-10-27,'399006,创业板指,2563.958,2586.948,2423.597,2497.155,2527.477,36.481,1.4434,2093616666,62128595943.1
2015-10-26,'399006,创业板指,2527.477,2570.128,2481.589,2570.128,2538.383,-10.906,-0.4296,2466063913,70664797122.2
2015-10-23,'399006,创业板指,2538.383,2549.763,2461.492,2488.306,2458.138,80.245,3.2645,2526948862,72792974353.0
2015-10-22,'399006,创业板指,2458.138,2465.104,2355.157,2355.157,2344.74,113.398,4.8363,2209272749,61890922732.3
2015-10-21,'399006,创业板指,2344.74,2527.771,2335.663,2504.784,2511.164,-166.424,-6.6274,2652603931,71342026744.1
2015-10-20,'399006,创业板指,2511.164,2520.084,2427.784,2430.183,2433.599,77.565,3.1873,2109537498,57068493992.2
2015-10-19,'399006,创业板指,2433.599,2466.477,2398.34,2465.11,2449.03,-15.431,-0.6301,2014779305,55967038203.7
2015-10-16,'399006,创业板指,2449.03,2452.94,2401.093,2424.62,2404.533,44.497,1.8505,2212893417,59776204792.2
2015-10-15,'399006,创业板指,2404.533,2406.208,2296.795,2300.617,2305.003,99.53,4.318,2100279927,54403802810.7
2015-10-14,'399006,创业板指,2305.003,2350.594,2295.597,2330.083,2342.039,-37.036,-1.5814,1781133668,45164222480.2
2015-10-13,'399006,创业板指,2342.039,2351.521,2290.639,2297.932,2316.782,25.257,1.0902,1789628327,45035319529.7
2015-10-12,'399006,创业板指,2316.782,2344.207,2232.271,2233.605,2216.656,100.126,4.517,2135582309,53297212797.0
2015-10-09,'399006,创业板指,2216.656,2230.028,2184.552,2190.839,2190.311,26.345,1.2028,1710782254,39886486242.7
2015-10-08,'399006,创业板指,2190.311,2210.035,2138.541,2153.118,2082.673,107.638,5.1683,1688110746,39122940400.7
2015-09-30,'399006,创业板指,2082.673,2124.289,2049.425,2111.987,2098.567,-15.894,-0.7574,1135163954,26346712333.2
